Timestamp,Symbol,Action,Strategy,Confidence,Score,Shares,Entry Price,Stop Loss,Take Profit,Capital Used,Cash Remaining
2026-07-05 13:21:21.650631,AAPL,BUY,Trend Join Long,1.0,3,55,308.63,290.75,344.4,16974.65,83025.35
